[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[104400/301460]	[L1: 0.0171][KLoss: 0.0008][Total: 0.0179]	356666.4+16.1s
[108000/301460]	[L1: 0.0169][KLoss: 0.0008][Total: 0.0177]	368635.8+15.1s
[111600/301460]	[L1: 0.0167][KLoss: 0.0008][Total: 0.0175]	380602.9+16.3s
[115200/301460]	[L1: 0.0166][KLoss: 0.0008][Total: 0.0173]	393541.7+16.9s
[118800/301460]	[L1: 0.0164][KLoss: 0.0008][Total: 0.0172]	405864.9+15.3s
[122400/301460]	[L1: 0.0162][KLoss: 0.0008][Total: 0.0170]	418456.4+16.7s
[126000/301460]	[L1: 0.0161][KLoss: 0.0008][Total: 0.0169]	431233.1+16.2s
[129600/301460]	[L1: 0.0159][KLoss: 0.0008][Total: 0.0167]	443667.7+16.4s
[133200/301460]	[L1: 0.0158][KLoss: 0.0008][Total: 0.0166]	456280.5+16.2s
[136800/301460]	[L1: 0.0157][KLoss: 0.0008][Total: 0.0164]	468785.6+16.2s
[140400/301460]	[L1: 0.0155][KLoss: 0.0007][Total: 0.0163]	481220.8+16.1s
[144000/301460]	[L1: 0.0154][KLoss: 0.0007][Total: 0.0162]	493665.3+16.3s
[147600/301460]	[L1: 0.0153][KLoss: 0.0007][Total: 0.0160]	505986.1+15.8s
[151200/301460]	[L1: 0.0152][KLoss: 0.0007][Total: 0.0159]	518582.6+16.3s
[154800/301460]	[L1: 0.0151][KLoss: 0.0007][Total: 0.0158]	530973.1+16.1s
[158400/301460]	[L1: 0.0150][KLoss: 0.0007][Total: 0.0157]	543347.9+15.9s
[162000/301460]	[L1: 0.0149][KLoss: 0.0007][Total: 0.0156]	555731.5+16.3s
[165600/301460]	[L1: 0.0148][KLoss: 0.0007][Total: 0.0155]	568740.1+17.4s
[169200/301460]	[L1: 0.0147][KLoss: 0.0007][Total: 0.0154]	581578.1+16.1s
[172800/301460]	[L1: 0.0146][KLoss: 0.0007][Total: 0.0153]	593986.5+16.0s
[176400/301460]	[L1: 0.0145][KLoss: 0.0007][Total: 0.0152]	606542.0+16.3s
[180000/301460]	[L1: 0.0144][KLoss: 0.0007][Total: 0.0151]	618633.8+15.4s
[183600/301460]	[L1: 0.0143][KLoss: 0.0007][Total: 0.0150]	630964.9+16.4s
[187200/301460]	[L1: 0.0142][KLoss: 0.0007][Total: 0.0149]	643615.7+15.9s
[190800/301460]	[L1: 0.0141][KLoss: 0.0007][Total: 0.0148]	655997.4+16.5s
[194400/301460]	[L1: 0.0140][KLoss: 0.0007][Total: 0.0147]	668387.6+15.7s
[198000/301460]	[L1: 0.0139][KLoss: 0.0007][Total: 0.0146]	680440.7+16.1s
[201600/301460]	[L1: 0.0138][KLoss: 0.0007][Total: 0.0145]	693325.5+16.8s
[205200/301460]	[L1: 0.0137][KLoss: 0.0007][Total: 0.0144]	706301.4+16.7s
[208800/301460]	[L1: 0.0136][KLoss: 0.0007][Total: 0.0143]	718778.1+16.2s
[212400/301460]	[L1: 0.0135][KLoss: 0.0007][Total: 0.0142]	731314.7+16.2s
[216000/301460]	[L1: 0.0134][KLoss: 0.0007][Total: 0.0141]	743423.1+15.9s
[219600/301460]	[L1: 0.0134][KLoss: 0.0007][Total: 0.0141]	756086.8+16.4s
[223200/301460]	[L1: 0.0133][KLoss: 0.0007][Total: 0.0140]	768539.9+16.2s
[226800/301460]	[L1: 0.0132][KLoss: 0.0007][Total: 0.0139]	781299.0+16.9s
[230400/301460]	[L1: 0.0131][KLoss: 0.0007][Total: 0.0138]	794089.4+16.4s
[234000/301460]	[L1: 0.0131][KLoss: 0.0007][Total: 0.0138]	806173.3+15.6s
[237600/301460]	[L1: 0.0130][KLoss: 0.0007][Total: 0.0137]	818667.9+16.2s
[241200/301460]	[L1: 0.0129][KLoss: 0.0007][Total: 0.0136]	831259.1+16.1s
[244800/301460]	[L1: 0.0129][KLoss: 0.0007][Total: 0.0135]	843939.0+17.1s
[248400/301460]	[L1: 0.0128][KLoss: 0.0007][Total: 0.0135]	856909.9+16.9s
[252000/301460]	[L1: 0.0127][KLoss: 0.0007][Total: 0.0134]	869659.8+16.0s
[255600/301460]	[L1: 0.0127][KLoss: 0.0007][Total: 0.0133]	882124.5+16.6s
[259200/301460]	[L1: 0.0126][KLoss: 0.0007][Total: 0.0133]	894905.4+16.1s
[262800/301460]	[L1: 0.0125][KLoss: 0.0007][Total: 0.0132]	907426.1+16.6s
[266400/301460]	[L1: 0.0125][KLoss: 0.0007][Total: 0.0131]	919988.8+16.1s
[270000/301460]	[L1: 0.0124][KLoss: 0.0007][Total: 0.0131]	932634.7+16.7s
[273600/301460]	[L1: 0.0124][KLoss: 0.0007][Total: 0.0130]	945409.5+17.1s
[277200/301460]	[L1: 0.0123][KLoss: 0.0007][Total: 0.0130]	958373.4+16.2s
[280800/301460]	[L1: 0.0122][KLoss: 0.0007][Total: 0.0129]	970861.7+16.9s
[284400/301460]	[L1: 0.0122][KLoss: 0.0007][Total: 0.0129]	983667.4+16.5s
[288000/301460]	[L1: 0.0121][KLoss: 0.0007][Total: 0.0128]	996285.3+15.8s
[291600/301460]	[L1: 0.0121][KLoss: 0.0007][Total: 0.0128]	1008727.0+16.6s
[295200/301460]	[L1: 0.0120][KLoss: 0.0007][Total: 0.0127]	1021250.1+16.1s
[298800/301460]	[L1: 0.0120][KLoss: 0.0007][Total: 0.0126]	1033253.7+15.2s
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[3600/301460]	[L1: 0.0841][KLoss: 0.0015][Total: 0.0855]	6086.5+14.8s
[7200/301460]	[L1: 0.0543][KLoss: 0.0013][Total: 0.0557]	17948.2+15.1s
[10800/301460]	[L1: 0.0433][KLoss: 0.0013][Total: 0.0446]	29834.1+15.3s
[14400/301460]	[L1: 0.0372][KLoss: 0.0012][Total: 0.0384]	42281.3+15.8s
[18000/301460]	[L1: 0.0333][KLoss: 0.0011][Total: 0.0344]	54505.1+15.3s
[21600/301460]	[L1: 0.0305][KLoss: 0.0011][Total: 0.0316]	66466.6+15.0s
[25200/301460]	[L1: 0.0285][KLoss: 0.0011][Total: 0.0296]	78596.1+15.5s
[28800/301460]	[L1: 0.0269][KLoss: 0.0010][Total: 0.0280]	90911.3+15.3s
[32400/301460]	[L1: 0.0257][KLoss: 0.0010][Total: 0.0267]	102967.5+15.4s
[36000/301460]	[L1: 0.0246][KLoss: 0.0010][Total: 0.0256]	114943.4+14.9s
[39600/301460]	[L1: 0.0238][KLoss: 0.0010][Total: 0.0247]	126647.1+14.7s
[43200/301460]	[L1: 0.0230][KLoss: 0.0010][Total: 0.0239]	138598.8+15.2s
[46800/301460]	[L1: 0.0223][KLoss: 0.0009][Total: 0.0232]	150890.7+15.0s
[50400/301460]	[L1: 0.0217][KLoss: 0.0009][Total: 0.0226]	162287.6+14.8s
[54000/301460]	[L1: 0.0212][KLoss: 0.0009][Total: 0.0221]	174853.7+15.7s
[57600/301460]	[L1: 0.0207][KLoss: 0.0009][Total: 0.0216]	186525.9+13.9s
[61200/301460]	[L1: 0.0203][KLoss: 0.0009][Total: 0.0211]	198108.3+15.5s
[64800/301460]	[L1: 0.0198][KLoss: 0.0009][Total: 0.0207]	210318.1+14.6s
[68400/301460]	[L1: 0.0195][KLoss: 0.0009][Total: 0.0204]	222400.7+15.8s
[72000/301460]	[L1: 0.0192][KLoss: 0.0009][Total: 0.0200]	234264.0+14.2s
[75600/301460]	[L1: 0.0188][KLoss: 0.0008][Total: 0.0197]	245817.6+15.1s
[79200/301460]	[L1: 0.0185][KLoss: 0.0008][Total: 0.0194]	257741.1+15.0s
[82800/301460]	[L1: 0.0183][KLoss: 0.0008][Total: 0.0191]	269928.9+15.3s
[86400/301460]	[L1: 0.0180][KLoss: 0.0008][Total: 0.0188]	281610.1+14.9s
[90000/301460]	[L1: 0.0178][KLoss: 0.0008][Total: 0.0186]	293946.3+15.3s
[93600/301460]	[L1: 0.0176][KLoss: 0.0008][Total: 0.0184]	306251.6+15.9s
[97200/301460]	[L1: 0.0174][KLoss: 0.0008][Total: 0.0182]	318728.8+15.7s
[100800/301460]	[L1: 0.0172][KLoss: 0.0008][Total: 0.0179]	330894.7+15.1s
[104400/301460]	[L1: 0.0170][KLoss: 0.0008][Total: 0.0178]	343099.5+15.1s
[108000/301460]	[L1: 0.0168][KLoss: 0.0008][Total: 0.0176]	355362.8+15.6s
[111600/301460]	[L1: 0.0166][KLoss: 0.0008][Total: 0.0174]	367790.7+15.5s
[115200/301460]	[L1: 0.0164][KLoss: 0.0008][Total: 0.0172]	379868.4+15.7s
[118800/301460]	[L1: 0.0163][KLoss: 0.0008][Total: 0.0170]	392092.1+15.1s
[122400/301460]	[L1: 0.0161][KLoss: 0.0008][Total: 0.0169]	403972.9+14.9s
